AddToPlaylist,BookRestaurant,GetWeather,PlayMusic,RateBook,SearchCreativeWork,SearchScreeningEvent,request
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Sam Moran music to my tgif playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add an Ayaka Iida tune to herminia's playlist ejercicio
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the song to my R&B Movement playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add tiger hu in my playlist Las Canciones MГЎs Lindas Del Mundo
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"add kenneth c ""jethro"" burns songs in my playlist soundscapes for gaming"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put Kurt Cobain onto korean osts.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add bernd begemann's album to my pura vida playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add jenifer to Rock the 2000's
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Jacob Hoggard to my get going playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need to add to my metal crash course list the music of El sexto sentido
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add The Greyest of Blue Skies in Indie EspaГ±ol my playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I'd like for you to put this artist to my Evening Commute playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add little pattie track in Nu Metal
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add antisleep volume 04 in All Out 70s playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add astronomy domine onto Classical Intimate Dinner.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Tomorrow Is a Long Time to my playlist SueГ±os
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this song to grime instrumentals playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the artist dani filth to my momento acГєstico playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Hanging On to my just dance by aftercluv playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add ali lohan songs in Club Hits
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this track to my Pure Mellow Jazz playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,In my playlist Rock Gaming add Mariem Hassan con Leyoad
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Limited Editions 1990-94 to shirley's 70s Road Trip playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Add Go West Young Man to the playlist that is entitled, Disco Forever."
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I'd like to add l8 cmmr to my Spooning playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need to add to the funk soul disco playlist my favorite artist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Put Corrina, Corrina onto my classical x list."
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the song to my carГЎcter latino playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add silver apples to teh sin estrГ©s playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add pittsburgh slim to my indie mim playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add wastedagain to the wild & free workout playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the artist to my This Is Mozart playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Run Rudolph Run to my rockin' playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the newest mikku track to my the brontГ«s playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Michael Penn to the 50 shades of love playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add ze rak sport to my playlist RelajaciГіn
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this tomoyasu hotei song to my concentraciГіn playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Teddy Boy to my Irish Folk вЂ“ Jigs & Reels playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add brad kane to the Pumping Iron soundtrack.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add ron sexsmith to the classic road trip songs playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Fair Annie to alfreda's El Mejor Pop en EspaГ±ol playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Bill Chase to my dinner for 2 playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add karusellen to jazz brasileiro
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add an album from Thomen Stauch to my Rock This playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add dan deacon to the birth of cool playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add songs tune in Reggae Infusions
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add the artist to new indie mix.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add we have a theme song to my playlist This Is New Edition
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please add a song to ines's playlist called Metal Party
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the tune to the peace playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Ljubim te pesmama in my playlist Gold School
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this edwyn collins track to Canadian Country
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add an  entry for mon beau sapin in lela's mГєsica libre playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this John Tesh tune to the friendesemana playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Me Kommeni Tin Anasa to my propuesta alternativa playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add paulinho da viola to my Radio Rock song list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Step to Me to the 50 ClГЎsicos playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this tune to my New Noise playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add The Green Book in my playlist Mellowed Out Gaming
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add an artist to my playlist This Is Verdi
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add an album called Reggae BBQ in playlist Camu Tao
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Live from Aragon Ballroom to Trapeo
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add agua y sal in Classic Jazz Funk
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Karin Dreijer Andersson in Escapada album
1.0,0.0,0.0,0.0,0.0,0.0,0.0,For my playlist hip hop club bangers add the album by Phuong Thanh
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the Saffron tune to my sophisticated dinner playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Hanging On to my just dance by aftercluv playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please add Pop Punk Powerhouses by Valeri Leontjev to my play list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add ChГ©r to the Still Got the Blues playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add to whom it may concern to the Warm Hearts Feel Good playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this artist to my this is Los Fabulosos Cadillacs playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add you are i am to the trending playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put il y aura toujours des violons onto my dixieland classics playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please place Misato Watanabe onto my Def Jam Old School Classics playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add g love to the This Is Mozart playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Metal Overload to my playlist Mihalis Hatzigiannis
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the Janet Paschal tune to my guest list engadget playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this album to my MediodГ­a AcГєstico playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the track to the Best Metal of the New Millennium playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the album Rock Solid to my playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add lunacy to my chill out playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put lady bunny onto my Women of R&B playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this track to my road trip playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Tony Kakko music to Street Dance playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the trey gunn tune to my French N' Heavy playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Tatico Henriquez in my playlist called bleeps & bloops
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put Sayuri Iwata onto my complete chaos playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the da brat track to the Soak Up The Sun playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Love and Its Opposite to my Alta Frecuencia playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Place this artist onto new york groove.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this song to my us latin top 50 playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add a track from amir chosrau to lacey's playlist women of classical
1.0,0.0,0.0,0.0,0.0,0.0,0.0,put this artist onto political punks.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this album to my hot house playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Call Me D-Nice to the Chill Folk Rock playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Add the Beatles tune Yesterday to my playlist, The Southern Highway Chronicles"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Norma Jean to my pure rock & roll playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add a song to my playlist Independent Music Monday
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add ramble on to Halloween Teens
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this track by Brian Welch to the spring music playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the tune to my Epic Classical playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Elliot Del Borgo to my pure rock & roll playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add other peoples music to my Classic Hardcore playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the track to the Metal Talks Metallica playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the artist to the nuclear blast novelties playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the tune to my chill hits playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"add mymy friend in my playlist britpop, etc"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Matthew Helders artist in Showstopper Being Mary Jane
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add gareth gates to my autumn playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add wiktor coj to the Sleep playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Mathis Mootz to my playlist women of comedy
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please add Ruud Jolie to my playlist Guest List Polygon
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add mr j medeiros to my Women of Country playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please add 80s Classic Hits Asking for It to my playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this album to my Throwback Thursday playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I'd like you to add this track to the 35 Soul Classics 1970 to 1975 playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add unreachable to my wine & dine playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this tune to my Rage Radio playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Open my acoustic concentration playlist and play an entire album
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need to add a tune by Amanda Stern to the playlist cloud rap.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add david henry hwang to the This Is Nicky Jam playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need to add a song to my lo que suena new york playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the album to rosanna's ejercicio playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Minotaur Shock to my Chill Vibes playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add rondine al nido in Classic Jazz Funk
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Tourniquet to the fresh electronic playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"I want to send music to ann's lists from SIR John Winston Ono Lennon, put it on her Infinite Indie Folk list"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the song to my Calm Down playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add The Spine Surfs Alone to my playlist called The Funny Thing About Football Is
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put the artist Pat Monahan onto the emily dickinson playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add a tune to my rock hard playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this track to my Metal playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this samuel barber tune to my Novedades Pop playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add carla's OopDeeWopDee in Funk Rock
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Yamataka Eye to my sophisticated dinner playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the artist to the Latin Jazz playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add a track in Nike Running Tempo Mix
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add a tune in Chill Vibes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Ray Noble to my Chill Vibes playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the song to the Metal playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I'd like for this song to be added to the new waltz.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add jesus is just alright to the Daily Lift playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add angham to the This Is Alejandro FernГЎndez playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the artist to the peaceful piano playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the track peace to my playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Our Favorite Things to Reggae BBQ playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add songs in 90's hip hop of artist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add an album in Sweet Soul Chillout
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add some ken lauber to my playlist very nearly nashville
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add to my playlist called rock Scratch My Back
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the Herbie Mann song to the Adrenaline Workout playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add a tune in women of classical
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this artist to my disco fever playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add LaTour to my playlist underground hits.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put this Jerry Dixon song onto my Tokyo Rising playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can amen be added to my working day playlist?
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add autry inman to my Hanging Out and Relaxing playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add qad el horoof to night playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this tune to my this is Los Fabulosos Cadillacs playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I'd like to add the album to the Tropical Morning playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add erik santos in my playlist Metal Xplorer
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you please put this track onto my TODO NOVEDADES playlist?
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add devin the dude to my punk unleashed playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,The song peeper needs to be added to my Impulso Creativo playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the tune to my House Afterwork playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Open this is no te va gustar and add Over the rainbow to it
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add severed ties to my this is liszt playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add undressed to my Country Icon playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Le Roi Est Mort Vive Le Roi to The Sleep Machine Waterscapes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Devil Pray to my party list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need to add to the all things post starting with my favorites from the silence
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add a Pop song of Yoshiaki Hoshi
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the tune to my Women of Latin Music playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the alexander kostarev song to the get lit playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Permanent Signal to my dance workout playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Black Yankee Rock played by Pop Punk's Not Dead in my playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the Plankton Man track to my alternative r&b playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,please add george nooks to my electronow playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add new metal tracks in my tune
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Chin-Up Buttercup to punk playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add vintage 74 to my mother's Primavera Sound 2016 Barcelona playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please add Jency Anthony to my playlist This Is Mozart
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add picasso baby to my playlist 2010s smash hits
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add liebeslyrik to i love my 90's r&b
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the Nastya Kamenskih song to my The Martin Garrix Show playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you make an addition to the Old Enough To Enjoy This playlist with Martin Barre?
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add la voce to my Dubstep Dangles Dirty playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Shweta Pandit to Novedades Pop playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add cecil womack to my 50 Great Female Voices playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Amir Khan to my playlist Acoustic Blues
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add this tune to the night out playlist?
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please let me make an addition to my Lo Mejor de los 00's with the artist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the Rakim y Ken Y track to the This Is Animal Collective playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Trina to latoya's Hillary Clinton's Women's History Month Playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Candlelight to my House Afterwork playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please add Lifetracks to motivation mix
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Ashley Cafagna Tesoro to my reggae en espaГ±ol list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this C J Chenier album to my this is no te va gustar playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add maki ohguro to the rock hard playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Chad Hugo to my This Is Kendrick Lamar playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the tune to my Mi Casa Es La Tuya Playlist Oficial playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I'd like to add this album to funtime.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Blue Sky and the Devil to mai's Infantil playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Glory in the Highest A Christmas Record in my playlist cleaning
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this song to my playlist underground hits
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the best of guitar shorty in my playlist clГЎsica 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the song to my jazz brasileiro playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Waltz for Debby to my Soft Pop Hits playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the current artist to my top 100 pop tracks on spotify playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Foreign Affair to the disney playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this track to the Sin Ti playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the track to the comedy new releases playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I'd like for you to add Owen Biddle to my Old School Death Metal playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the snooks eaglin track to the friendesemana playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add don moye to my Pop playlist?
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can the artist be added to my Might and Myth Power Metal playlist?
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add ilse delange to my journey playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this artist to my Old Enough To Enjoy This playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"I need to add an artist to one of my playlists, Classical New Releases Spotify Picks."
